u.name,u.funny,u.fans
Nick,1,0
Dominick,14,0
Sir,113,24
Wendy,4,1
M,3,1
Kelsey,1,0
Troll Ov Metal,27,0
Marisa,13,1
Amanda,0,0
Rupa,4,2
Tony,12,0
Tandy,2,0
Rainey,1,0
Michele,1,0
Carol,1,0
Shawn,6,1
Cynthia,3,0
Ean,4,0
Erik,4,1
Maggie,0,0
Mosa,27,1
Erin,1,0
Nathalie,0,0
Jalen,0,0
Vanessa,2,0
Lily,25,4
Ivan,4,0
Carlo,0,0
Channé,4,0
Jenny,557,86
Argo,56,1
Natali,11,0
Jim,4,0
John,137,11
Luis,0,0
TaShane,96,11
Adika,1,0
Lynna,3,0
Kevin,1,0
Jeff,2,0
Dolores,0,0
Martin,38,1
Steve,1,0
Shelley,64,22
R,8,0
Cassandra,8,5
Kay,4,2
just,2,0
Adam,0,0
Anna,0,0
Sukhvir,4,0
Michele,4,0
Jake,11,1
Stephanie,3,0
Steven 'Mort',14,0
Chris,2,0
Wayne,0,0
Anita,6,0
Lisa,2,0
Kathy,0,0
Kim,7,0
Sarah,2,0
Esw,1,0
Nancy,0,0
Pat,1,0
Taylor,1,0
Abby,1,1
Rachael,1,0
Marc,15,1
Teresa,1,0
Anton,2,0
Scott,3,0
Rob,1,0
Scott,1,2
Jeanette,1,0
Fabien,2,0
Mélissa,1,0
Ernie,5,1
Jie,0,0
Alain,2,1
Daniela,52,15
David,3,1
Ann,0,0
Mart,0,0
Laura,2,2
Casey,6,0
Jordan,8,0
Rebecca,3,2
Andrew,1,0
Justin,36,0
Brittany,2,0
Kenneth,0,0
Randis,0,0
Amy,0,1
Chloe,10,0
Selvynna,7,1
Jaheen,7,3
Vincenzo,2,1
Mary,1,0
Mary,2,0
Ali,1,0
Bixby,141,17
Ken,25,6
Daisy,5,0
Donna,0,0
A. Marie,2,0
Amy,0,0
Rozario,2,0
Mike,0,0
M,5,0
Misty,2,1
Alexandria,0,0
Tahuska,0,0
Ian,3,0
Cherilyn,0,0
Dolly,0,0
Marc,5,0
Allyson,70,11
Steph,25,1
Rebekah,1,0
John,3,0
Lowbna,2,0
Johnny,1,0
Jen,4,0
Edward,4,0
Kevin,1,0
Cassie,0,1
Julie,1,0
Erik,372,11
Michael,126,6
Rob,5,1
Marc,9,2
Max,3,0
Aisha,0,0
Damian,23,7
Yanhua,20,4
Emily,32,2
James,9,0
Michelle,13,3
Megann,0,1
Johnny,21,12
Steph,333,72
Christopher,167,15
Beck,55,9
April,2,0
Rachel,2,1
Timothy,1,0
Max,2,0
Karen,0,0
Courtney,1,0
Ira,3,0
Kiersten,1,0
Kim,3,0
Raj,2,2
Suphie,5,0
Stefan,2,0
Rod,6,1
Dorothy,0,1
TheShoppery,6,1
Vegas,3,0
Ryan,1,0
Katie,0,0
Michelle,0,0
Carlos,6,0
K,1,0
Anonomyous,0,0
Aurum,12,0
Brian,1,0
Carlos,1,0
charley,6,0
Allie,0,0
Ally,9,0
Taylor,1,0
Rebecca,1,0
Sharon,2,0
Brian,9,0
Brittany,1,0
John,0,0
Greg,1,1
Sparky,58,6
Todd,0,0
K,1,0
rachel,1,0
Matt,17,1
Heather,107,10
Ryan,1,0
Lauren,1,0
Maur,2,0
Becky,5,0
Julien,312,13
Mitch,1,0
Nathan,29,3
Vithiet,202,10
Pam,2,0
Monica,4,0
Alicia,0,1
Chermaine,0,0
Ryan,12,1
Loreen,6,0
Ben,109,5
Karen,38,0
Jessica,21,2
James,2,0
crystle,2,0
Jean,0,1
E,6,0
Leah,1,1
Dara,2,0
Skye,0,0
Dee,6,0
Erin,0,0
Borj,3,0
Rick,11,1
Vivi,3,0
Claudia,1338,80
Meredith,284,33
Angela,7,0
Sam,0,0
Hunter,4,0
Theresa,1,0
Sean,0,0
Jason,1,0
JoAnna,1,0
Mark,1,0
William,9,0
Jacob,4,0
Melissa,2,0
Yvonne,6,0
K.,1,0
William,3,0
Steve,1,0
Jennie,2,0
Dan,3,0
Sam,4,0
Aran,2,0
Melissa,0,0
Luis,1,0
Kari,5,0
Teresa,1,0
Eunice,0,0
Julie,5,0
Lawrence,1,0
Gloria,853,25
Samara,0,0
Victor,1,0
E,39,1
Bill,0,0
AJ,14,1
Desean,0,0
Suelynne,1,0
Meg,1,0
Sally,8,2
Brian,2,1
Stanley,11,0
Robert,5,0
Johny,0,0
Dinna,3,0
K,1,0
Gwen,4,2
Roderick,4,0
Shane,4,74
Meghan,0,0
Nina,1,0
Samantha,5,1
Andrew,27,0
Duane,51,3
Jen,0,0
Jérome,4,0
Kiat,9,5
Leah,0,1
Ignacio,1,1
Sarah,0,0
Richard,1,0
Tom,5,0
Berto,0,0
Chip,1,0
Jennifer,1,0
Maria,0,0
Myla,9,0
Mark,1,0
Eric,6,0
Daniel,0,1
Chris,2,1
Caitlynn,3,1
B,1,1
Taylor,2,0
Lynnz,3,0
Jen,3,0
Lorenzo,0,0
Michelle,3,0
teresa,5,0
Robyn,3,0
Dionne,0,1
Kat,0,0
Abbe,0,0
Teri,3,0
Daniela,2,0
Joey,1,0
Susan,1,0
John,10,0
Gina,22,0
Mindy,1,0
TL,8,0
Paul,17,0
The,43,3
Michelle,6,0
Eric,2,0
Alexus,3,0
Emil,2,1
Barbara,0,0
Patient,3,0
Nefeterri,1,0
Alia,0,0
Chris,1,0
Anfernee,4,0
World,0,0
Sonja,3,0
Guangqi,0,0
Ana,39,16
Kevin,6,1
Felisa,0,1
Sherin,520,34
Theresa,7,0
Bob,0,0
Stephen,5,0
Jay,4,0
Dan,0,1
Nathaniel,9,1
J,1,2
Melissa,4,0
Cheryl,3,0
Vince,1,0
Pattie,0,0
Kara,0,0
Robin Ann,16,3
Elaine,0,0
Annika,0,0
Lora,1,0
L.,8,1
Usama,0,0
allie,13,2
Micah,6,0
Kris,1,0
Elizabeth,0,0
Larissa,6,1
Timothy,3,0
Chrissy,43,8
Jenny,0,0
Ron,0,0
Claudia,1,0
Tyffany,5,7
Moe,32,0
Becca,6,0
Elle,0,0
Cheryl,3,0
lauren,3,0
Mike,0,0
John,6,0
Johnny,4,0
Jacqueline,1,0
Kate,2,1
Renee,0,0
Christina,1,0
Clarence,0,0
Dan,6,2
Chloe,1,0
Vik,14,0
Dan,1,1
Julian,1,1
Brad,7,0
Saar,1,0
Andrew,2,0
b,1,0
Joseph,1,0
Paul,0,0
Oleksandr,1,0
Ash,8,0
Erinn,10,4
Julie,2,3
Kevin,18,0
Suzanne,4,0
Samaa,2,0
Jackie,0,0
Chad,2,1
Francesca,25,7
Brian,1,0
Pete,0,0
Paige,2,0
Annie Louisey,33,1
John,0,0
Tiffany,2,0
John,0,0
Julie,13,0
Peter,0,0
Ivana,52,7
Liz,2,0
Karen,1,0
Samantha,3,2
Sarah,0,0
Michelle,0,0
Rhonda,0,0
Jenn,0,3
Aprameya,0,0
J,41,2
Shawn,68,2
Chris,3,1
Daniel,0,0
Clinton,9,1
Diliya,1,0
Andy,6,1
D.,0,0
Kristina,0,0
Matt,1,0
David,0,0
Kristin,1,0
Dana,9,2
Marcee,8,0
Marco,57,8
Dakota,2,0
rich,5,0
Richard,13,0
Tony,7,0
Nicole,7,4
Anna,0,0
Ryan,4,0
Jennifer,1,0
Vencci,387,44
Andy,92,10
John,12,0
Will,2,0
Mai,6,0
Rocio,0,0
Yennifer,21,2
Raquel,3,0
Chaunice,1,2
James,5,2
Jeff,6,0
Kite,38,1
Just,2,0
Phil,21,3
Becky,1,0
Cammie,53,5
Racielle,9,0
Jeanna,0,0
Rachel,7,3
Connie And Wayne,5,0
Albert,38,2
Gene,15,4
Alisa,7,0
Jon,0,0
William,1,1
Customer,1,0
Rob,0,1
Mark,4,0
Don,3,0
happy,16,2
K,6,0
Yue,2,0
Kari,0,0
Tammy,25,1
Alison,0,0
Roy,2,0
Aaron,1,3
Carol,2,0
Matt,0,0
Gary,4,1
Kate,11,0
Judi,6,6
Megan,6,0
Nancy,0,0
Karen,5,0
Gabby,0,0
Ben,2,0
Stephanie,278,29
Joe,400,18
Wendy,3,0
Donna,1,1
Phyllis,10,1
Laura,0,0
Chris,1,0
Maria,847,50
Ahmed,1,0
Josh,0,0
Sonja,0,0
David,0,0
J,2,0
Kayl,1,0
Diane,0,0
April,0,0
Andre,0,0
Yvanna,1,1
Marianna,1,0
Mary,11,1
Jasper,9,2
Brielle,1,0
Brandy,10,0
Sean,1,0
Hannah,5,0
Seiya,5,1
Ally,4,0
Fred,1,0
Rachel,0,0
Tara,3,0
Jordon,1,0
D,5,0
Christopher,10,0
Jon,2,0
Brad,14,0
Tina,1,0
Maritza,11,5
Alison,12,2
Alana,139,39
Jennifer,59,23
Jen,41,3
Jene Rylan,7,2
Francis,13,2
Lana,475,20
David,237,28
Liv,14,5
Sam,4,0
German,890,100
Les,24,1
Anne,21,0
Joseph,76,17
Sara,0,0
Kaitlin,3,0
Jon,5,0
Danielle,0,0
Brandee,0,0
Paola,0,0
Christina,0,0
Christina,5,0
Billy,0,0
Zoe,3,0
Marcella,2,0
Paula,1,0
Michelle,2,1
Jacky,1,1
Janielle,1,0
Sarah,0,0
Jolynn,14,1
Miranda,0,0
Jack,0,0
Asher,12,3
Here,3,0
Tanya,12,2
LaVerne,16,4
Christina,0,0
Jackie,0,0
Bee,4,0
Jeremy,0,0
Jeremy,1,0
Rick,1,0
Chelsea,2,0
Kristi,0,0
Allison,1,0
Jennifer,3,1
Sophia,0,0
Gabriela,6,1
Sally,2,0
Stephania,1,1
Jordan,1,0
Jessica,0,0
Laura,0,0
Elizabeth,34,3
Kristi,1,0
Larry,17,5
Steve,0,0
Marina,9,0
Krissi,194,10
Rudy,1,0
Luana,105,12
Charlene,0,0
McKenna,0,0
Megan,0,0
Zeffin Quinn,5,3
Randi,0,0
Randle,16,1
Carolyn,1,1
Pamela,1,0
Cecilia,1,0
Katy,1,0
Alex,1,0
Mason,0,0
Kathleen,1,1
Alma,0,0
Scott,2,0
Jasmine,1,0
Tifney,8,2
Lisa,28,7
Tim,0,0
Sam,7,0
Susan,713,68
Nance,3,0
Jill,1,0
Michael,2,0
Bridgette,2,1
David,1,0
Semir,3,0
Ryan,0,0
Charles,2,1
Joshua,0,0
Jina,4,0
Irene,2,0
Amy,0,4
Laura,3,0
Aram,1,4
Karen,2,0
Aidano,0,0
Walter,3,0
Elfy,0,0
John,6,0
Deborah,3,0
Freddie,7,3
Bobby,0,0
Kristy,0,0
Melissa,7,0
Ryan,0,0
Victoria,0,0
Andrew,1,0
Myron,7,2
Pat,0,0
Zain,14,0
Robb,7,0
Randy,1,2
Jody,10,1
Dara,1,0
Rach,5,1
Jill,3,0
Theresa,1,1
Rick,1,0
Jackie,4,0
Alison,1,0
Heather,5,0
Joyce,1,0
Brian,31,1
Christy,1,0
Mike,26,0
Liz,2,2
Casey,52,2
Melissa,0,0
Josh,12,1
Kathleen,1,0
Seth,36,4
Julie,1,0
Mark,1,0
Stacey,0,0
Kate,62,22
Chelsea,4,0
Leif,1,1
Linda,0,0
Peter,24,3
Mikey,9,0
Audrey,0,0
Martin,6,0
Joe,1,0
Steven,93,7
Joe,3,4
Sarah,6,2
Don,2,0
Sandra,1,1
W,0,0
Anonymous,0,0
Mr. C,6,1
Naomi,48,0
Mrs.,0,0
Jocelyn,0,0
Dan,0,0
Kate,1,0
jac,36,3
Natalie,3,0
Bosco,8,0
Anchal,1,0
Gabrielle,0,0
Jodi,1,0
Heather,3,0
Grant,0,0
Jason,3,0
Patrick,11,1
Izzy,6,0
Kaycee,0,0
Lisa,1,1
Matt,2,1
Craig,2803,30
Tanner,39,4
Christie,14,0
John,0,0
Monica,0,0
Simon,8,0
Es,22,6
Chloe,1,0
Ashumi,18,5
Catina,60,1
Valerie,2,0
Miradil,1,0
Daniel,2,1
Emma,9,0
Aaron,1,1
Eric,10,0
Lacandice,5,1
Charlene,1,0
Briana,3,0
dan,0,0
Tricia,121,15
Janu,5,0
Deegan,1,0
Chris,4,0
Jose,1,1
Maria,2,1
Dusto,0,1
JJ,1,0
Sylvester,60,1
Amanda,1,0
Dan,1,0
Nick,3,0
Toni,2,0
Nathan,58,5
Lilly,1,0
Wai,130,35
Eddie,4,1
Alan,5,0
Denice,1,0
Jill,226,29
Gail,149,10
Tay,1,0
Michelle,0,0
Hank,0,0
Kathy,0,0
Dani,1,0
Carolyn,0,0
Leopold,7,2
Raya,1,0
Kalynn,0,0
Keith,0,0
Kennedy,1,0
Sara,0,0
Joie,7,4
Randie,1,0
Andrea,0,0
Alesha,2,0
Matei,7,2
Lestine,7,1
Rose,0,0
Stacey,0,0
Daniele,7,2
Jeremiah,0,3
Katherine,4,3
Vanessa,0,0
Jessi,1,0
Anthony,0,0
Tim,137,10
Darryl,3,0
Breyana,3,0
Tanya,0,0
De'Sia,0,0
Stephen,0,0
Lily,4,0
Taylor,2,0
Ben,0,0
Fred,1,0
Spencer,1,0
Jody,0,1
Gail,3,3
Daniel,0,1
Michelle,0,0
Kristin,0,1
John And Julie,0,0
Jenna,2,0
Carrie,0,0
Jessica,1,2
Reah,0,0
Crystal,2,0
Liz,0,0
Milton,18,0
Michael,0,1
Alia,4,1
Echo,0,0
Dana,0,0
Megan,7,1
Sally,92,5
John R.,0,0
Sidney,1,0
Catherine,1,0
Sarah,3,0
Michael,0,0
Kris,2,0
Larry,0,0
Anette,0,0
Daniel,21,3
Jeremy,3,0
Maria,0,0
Theresa,0,0
Toni,3,0
Davis,2,0
Angel,29,7
Michael,4,0
Justin,2,0
Jim,0,0
Karon,2,0
Michelle,1,0
Jackie,8,0
C,1,0
Jeanette,9,1
Reggy,2,2
Lissa,14,0
Aidi,0,0
Sara,40,9
Amber,3,0
Destinie,599,82
Ellie,177,4
Scott,44,4
Mike,9,1
Simon,25,5
Mira,2,0
Deena,15,0
Carolyn,1,0
Johnny,0,0
Jenny,71,10
A,24,0
Armik,30,8
Nelma,1,0
Doris,8,1
Kaya,0,0
Brianna,8,0
Mike,5,0
Kristin,8,0
Lisa,16,4
Jack,2,0
Moses,79,1
Brian,173,4
Monica,2,0
Thomas,23,3
Chris,0,0
Joanne,18,7
Shardae,9,0
Joanna,196,7
Jillian,54,18
Mon,22,2
Say,18,0
Sabrina,31,0
Mike,4,0
Ha,1,5
Some,200,1
Chris,10,1
Gretchen,97,11
Jennifer,664,151
Sophia,6,1
Tessa,8,1
Rachael,71,16
Ayesha,1,0
April,5,0
Gregory,14,1
Julie,1,1
John,4,1
Karen,1,0
Kelsey,0,0
Valerie,6,2
Sherrie,0,0
Lorilynn,114,12
C,0,0
Teresa,0,0
Vanessa,3,0
Michael,71,24
Daryl,2,0
Jason,7,0
Lynanne,2,0
Mallory,0,0
Mike,0,0
Tara,13,4
Theresa,0,1
Chaz,1,0
Jim,0,0
Tory,7,2
Steff,0,0
Meredith,0,0
Scott,2,0
BethNjimmy,1,0
Brady,0,0
Will,0,0
P.,4,0
Chuck,1,0
Erin,3,0
Yoshi,0,0
Fazil,121,3
Ninja,457,31
Chanel,604,40
Becky,73,10
Dave,240,9
Jay,163,7
Lex,12,3
Joey,712,15
Dan,748,19
Jennifer,4,6
Todd,9,1
Brandon,21,7
Jeff,92,18
Jilian,39,11
Laramina,30,2
Joni,44,6
Holly,22,3
Shawn,40,10
Chanel,12,3
Chris,4,1
Ty,6,0
Soroush,0,0
Bitwing Animatronics,11,0
Dana,5,1
Erin,14,3
Matthew,14,1
Nhung,132,18
dana,22,3
Paul,8,1
Anngi,19,3
AKA,20,4
Leese,90,6
Andy,2,2
Sara,0,2
Earlene,457,77
Bryan,0,0
Kathy,1,0
Renzo,11,0
Rachel,1,0
Bethany,3,0
A,1,0
Md,3,0
Garrett,5,0
Margaret,1,0
Ashley,93,0
K,1,0
Heather,9,1
Bilal,5,0
Rebecca,3,0
Jennifer,3,1
Sultan,1,0
Anna,0,0
Donna,5,0
Kevin,1,1
Kyle,0,0
Zahra,0,0
Daniel,1,0
Mark,0,0
M,2,0
Ruly,0,0
Sean,0,1
Gary,0,0
Katie,0,0
Serafino,6,0
Stephanie,23,3
Jasmine,0,0
Danny,2,1
Sarah,681,20
Kyes,0,0
Elizabeth,3,0
Jean,0,0
Samantha,34,0
Ryan,2,3
Marie,2,0
Eileen,0,1
Steve,0,0
Dave,13,4
Thomas,1,0
Cheryl,7,0
Alice,10,0
Evelyn,5,1
Monet,4,2
Tomas,2,0
Sally,2,1
Stacy,25,14
Arlene,6,0
Kevin,1,1
Michael,0,0
Courtney,4,0
Laura,2,0
Evan,2,0
Emma,344,21
Cleane,0,1
SteveErics,5,8
Josh,4,0
Jessica,2,0
Nikki,2,1
Omar,2,0
Mary,6,1
Debbie,3,0
Lindsey,1,0
John,1,0
Stephanie,4,0
Sara,0,1
Jazzlynn,2,0
Daniel,1,0
Todd,1,1
Al,1,1
Jason,2,0
Jastie,1,0
Nicole,1,0
Danielle,0,0
Shane,12,4
Lisa,0,0
George,1,0
Tesha,0,0
Josh,2,0
Michelle,2,2
Maile,265,10
That Gal,4,2
Denise,4,1
Brenda,0,0
Alan,0,0
Tony,2,0
Raymond,3,0
Lennel,2,0
Laurel,1,0
Ally,1,0
Emilia,13,1
Khevin,5,1
Dave,1,0
Holly,0,0
Joseph,4,1
Cami,0,0
Stephen,2,0
Christina,2,1
Keetana,0,0
Sean,3,0
Lucille,1,0
Ab,0,0
Darryl,1,1
Matthew,22,1
Stan,112,3
Sabrina,0,0
Ben,14,0
Dan,15,1
Ferra,0,0
Corey,1,0
Stephanie,0,0
JP,1,0
Chuck,2,0
Michelle,2,0
Ashley,0,0
Regina,3,0
Camis,2,0
Mary,0,0
Lliam,0,0
Tiffani,0,0
Rohan,2,0
Jaime,1,1
Jim,2,0
Suzie,0,0
Lori,15,0
Athena,0,0
Rosi,10,2
Mengmeng,2,1
Ben,4,0
Brad,23,0
Emily,4,1
Cat,2,1
Yae-jin,0,1
Sarah,0,0
Kirk,8,0
Joel,1,0
Huvie,1,1
Edmary,7,0
Roxane,3,1
Joanna,2,0
Benjamin,4,4
James,5,0
Justin,23,4
Maria,0,0
Melissa,1,0
Jim,4,0
Robert,1,0
Rick,1,0
Sue,2,0
Sara,1,0
Stephen,10,0
Gen.,0,0
Steve,9,0
Mai,2,1
Noel,34,3
Michael,3,0
Karen,4,0
Cee,0,0
Tiffany,1,0
Carlos,0,0
Matt,0,0
Mo,1,2
Theresa,5,0
Amber,0,1
Justin,3,1
Chris,2,0
Gloria,1,0
Amy,600,24
Calvin,1,0
Henry,154,11
Char,2,0
Rick,1,0
Emmanuel,4,0
Danielle,2,0
Amanda,85,13
Gabby,4,0
Trevor,0,0
Al,0,0
Tony,89,2
Chris,2,0
Dominic,13,0
Pete,1,0
Elio,1,0
Karen,0,0
Nicole,0,0
Richard,2,0
Bonnie,2,1
Edward,2,0
Paul,0,1
Sara,2,0
Scott,40,11
Sami,33,0
Stacy,0,0
Joanne,1,0
Mike,0,0
Andy,1,0
Eric,0,0
Simpson,6,1
Jackie,0,0
Sophia,3,0
Mememe,64,8
Mike,4,0
Michelle,2,0
Taryn,9,0
Cindy,1,0
Mehul,2,1
Kalani,0,0
Tracie,1,0
Madeline,5,0
Jessie,0,0
Hazel,0,0
Ari,3,0
Teresa,1,0
Chris,4,0
James,0,0
Robert,2,0
Jeffrey,1,0
Kristen,258,20
Tricia,20,5
Mirali,8,0
Rachel,0,0
Danielle,0,0
Allie,38,14
Reena,2,0
L,1,0
Aurora,0,0
Dirty,3,2
Deanna,0,0
Eric,5,0
Jessica,0,0
Pauline,8,0
Gloria,1,1
sta-c,0,0
Chris,2,0
Catharyn,4,0
Chris,16,4
Meredith,0,0
Rick,2,0
Jason,57,2
Allan,6,0
Bruce,26,3
Shawn,3,1
Richard,1,0
Julia,4,0
Susan,1,0
Dan,0,0
Stephanie,0,1
Jun,5,0
Margaret,0,0
Stacy,3,0
David,4,0
Debbi,0,0
Rick,0,0
JQ,1,0
Love,34,0
Jami,3,0
Michael,6,0
Jason,3,0
Nassim,0,0
Jasmine,1004,87
Chris,0,0
Reid,14,1
Lindsay,4,1
Ric,2,0
Corrie-Ann,5,1
Scott,1,0
Stacey,3,0
Miranda,5,2
Benjamin,13,1
Kemberly,0,0
Glenda,2,0
Joe,2,3
Kaitlyn,0,0
Andy,1,0
Lara,1,0
Julie,0,0
Chic,0,0
Serrina,0,0
Yvette,1,1
Anita,0,0
Brenda,13,0
G Michael,4,5
Joshua,28,9
Krissy,0,0
Amanda,6,1
P.,5,1
Nicole,5,1
Jaime,7,2
Kristina,0,1
Allison,1,0
Laura,1,0
Pat,1,0
Michael,5,2
Cristy,0,0
Sage,0,0
Jacky,50,8
Paul,1,0
Amanda,1,1
Catty,0,0
Yassmine,2,0
Adrienne,5,2
Darren,2,0
Eddie,7,1
Nayeli,3,1
Siofra,0,0
RANDY,4,0
Steve,8,3
Donna,1,0
serra,0,0
Dale,1,0
Biggie,3,0
Jonathan,3,0
Chelsea,0,1
Yolee,0,0
Julie,26,6
cliff,6,0
Meike,0,0
DeWayne,17,7
Morti,0,0
Cindy,2,0
James,6,1
Warren,45,7
Marty,3,0
Stacey,8,1
Mark,2,3
Josh,31,4
Katelyn,0,0
eman,14,3
Doug,161,9
L,0,0
Salman,22,0
Carl,1,6
Danny,35,5
Dennis,9,0
Natalie,1,0
Marin,329,16
Ana,0,0
Jen,0,1
Greg,0,0
Kara,12,6
Trish,7,2
Alexis,29,2
jocelyn,0,0
Livé,17,1
Jessica,0,0
Brigitte,0,0
L,2,0
Lindsy,1,0
Eduardo,0,0
Lizza,3,0
Brandan,0,0
Brian,3,0
kevin,7,1
Tracey,7,97
Johnny,2,0
Nicole,1,0
Yvette,0,1
Wildfire,4,1
Brett,1,0
S,0,0
Jenelle,0,0
bleach,13,0
Jason,1,0
B.,5,0
Dennis,10,0
Jarnell,7,0
Catherine,1,0
Avid,2,0
Amy,1,0
Stephanie,0,0
Kayci,0,0
Malavika,15,1
Chelsea,4,0
Mike,0,0
Eric,16,7
The,0,0
Christine,0,0
Am,11,0
Amy,0,0
Pete,2,1
JL,6,1
Emily,34,6
Eleanor,0,0
Danielle,4,3
Melissa,0,0
Andrew,2,0
Bob,0,0
Dustin,0,0
Christine,115,8
Jodi,3,1
Jim,1,1
Trent,1,0
Ludsteinbasser,0,0
Kristi,35,5
Keena,3,0
Diane,4,3
Billy,1,1
Jacob,2,0
Heather,1,0
Brian,3,0
Heather,3,0
Rina,2,0
Marisa,0,0
Dave,4,0
Erica,4,1
Paul,1,0
Tracy,1,0
V,4,0
Christina,1,0
Josie,0,0
Jen,0,0
Christian,9,0
Penny,1,0
Elisa,0,0
Karen,0,0
Amy,1,0
Clint,6,1
Laura,0,0
Cheyenna,0,0
Carlene,1,0
Rachael,0,0
Michelle,3,0
Sunny,62,2
Jamillah,4,0
Amands,0,0
Raymi,12,4
Beta,9,0
Thalia,13,0
Frank,31,6
Janae,0,0
Cyndi,3,0
Shondra,0,1
Rodney,2,0
FH Gal,5,0
Tonya,0,0
P,2,0
Destiny,1,0
Kristine,5,0
Antionette,5,0
Terry,4,1
mark,11,1
Priscilla,0,0
Allison,9,1
Korey,262,8
Steve,0,0
Suzanne,2,1
Brian,48,0
Kat,0,0
Jakki,1,0
Peter,0,0
Sasha,6,0
Michael,2,0
Steve,2,0
James,3,0
Johnny,1,0
Joe,1,0
Christina,4,1
Karly,4,0
Kelsey,0,0
Zach,0,0
T.T.,3,0
Wendy,5,0
Nony,2,0
Ami,7,0
Kerrie,0,1
Mike,0,0
Cole,0,0
Holly,1,0
Freedom,1,0
Jesse,0,0
Vivian,1,1
Patricia,3,0
Bug,2,0
Nicole,1,0
Aaron,0,0
A,5,1
John,1,0
E,1,0
Veronica,0,0
Marbel,0,0
Giselle,2,0
Sonja,3,0
Becky,7,0
Andrea,5,2
Miranda,19,2
Jake,0,0
Lori,7,1
Julian,12,0
Kaitlyn,0,0
Matt,0,0
Jonathan,0,0
Jumbo,1,0
Carolyn,1,0
Suzanne,2,0
Michael,1,0
Sara,0,0
Mona,2,0
Timothy,0,0
Kaydee,1,0
Julie,11,9
Yves,2,0
Kirby,0,0
Gloribel,1,0
Reds,12,0
Elizabeth,4,1
Tyronica,0,0
K.,6,0
Judy,19,0
Scott,4,1
French,0,1
Leslie,0,0
Terra,13,0
Mayra,0,0
Lori,0,1
Keyriya,4,0
Ember,8,0
Nina,1,0
Alexa,0,0
Kimberly,1,0
Michelle,0,0
Kira,0,0
Sumit,1,0
Charlene,0,0
Wayne,7,1
Naama,0,0
melissa,0,0
Kelly,0,0
Jess,9,0
Lonny,0,0
Jessica,2,0
Steve,15,0
Rafael,1,0
Nicole,0,0
Tyi,0,0
Shelley,4,0
Brandi,0,0
Elizabeth,2,0
Jared,6,2
Heather,1,0
Tara,0,0
Jessica,0,0
Mary,0,0
Jean,0,0
Tanesha,2,0
Jill,3,0
Perez,4,1
Mark,4,1
Carmine,1,0
Leelo,1,1
Patricia,2,1
Gabriele,0,0
Gianna,18,9
Donna,0,0
Toby,1,0
A,7,0
Charles,0,0
Paul,0,0
Semaj,0,0
Desmund,6,0
Patricia,0,0
Diane,0,0
Marnie,0,0
Kristina,0,0
Carlton,3,0
Jay,0,0
Fred,0,1
Leah,1,1
Jeromy,2,0
Leila,0,0
Desiree,1,1
Cindy,0,1
Laura,22,1
M,2,0
Kian,0,0
Frederick,13,4
Allison,2,0
Lien,0,0
Tracy,0,1
Ashley,1,0
David,17,3
Amanda,0,4
B,0,0
Candace,0,0
Jasmine,0,0
Christina,0,1
Brian,25,2
Elif,2,0
Lu,1,0
T,0,0
K,2,0
S,1,0
Charley,0,0
Jinho,34,1
Patrick,2,0
Vina,46,12
KarmaKon,1,0
Krista,6,0
Andrea,0,0
Jenn,3,1
Marvin,2,0
G,3,1
E,0,0
Elizabeth,0,0
M,10,0
Flor,1,0
Sanjose,66,2
R,110,8
Nathan,180,14
Brent,3,0
William,1,0
Missy,22,4
katrin,0,1
Maia,0,0
Renee,1,0
Ben,0,0
Whitney,1,0
Dan,3,0
Chris,2,0
Andrew,9,0
Breeze,0,0
Mexi,0,0
Juliana,2,0
Wendy,1,0
Cindy,1,0
Glen,1,0
Robin,2,2
Harry,1,0
Cindy,0,1
Jon,1,0
Nicole,0,0
Ann,0,0
Julie,1,0
Diana,1,0
Miles,9,0
Gfiddy,274,21
Kelly,2,0
Karen,4,0
Jodi,0,0
Celeste,4,4
Michael,7,1
Bryant,12,0
Angry,0,0
Scott,2795,55
Elaine,43,7
Ashima,1,0
John,8,0
Candice,2,0
Andrew,0,0
Chi Son,4,0
Vicki,0,0
Windell,2,1
Guillaume,0,1
Trish,4,2
Brian,0,0
Roger,3,0
Stephanie,1,0
Diana,4,1
Macy,1,1
Stefanie,1,0
Natasha,7,0
Amy,0,1
Jas,0,1
Lisa,1,1
Tiffanie,0,1
Albert,0,0
Katherine,1,0
Amber,5,0
Anupam,2,0
Ryan,9,1
Bibhuti,0,0
Tristian,1,0
Jenny,4,2
Stephanie,1,0
Stacy,2,0
Allen,0,0
Setareh,258,18
Joe,3,0
Tim,5,0
William,27,5
Alvin,21,12
Christy,0,0
Tammi,0,0
Mary,0,0
Deryn,1,1
Wayne,0,0
Brad,3,1
Michael,1,0
Gloria,2,0
Sarah,15,2
Matthew,6,0
Brenda,1,0
Dorothy,18,4
Jaimie,3,1
Christine,2,0
Stella,13,1
Kevin,12,2
Berry,6,0
Katie,2,0
Patricia,1,0
Andrew,76,5
Janice,32,5
Jacq,179,22
Elyse,6404,227
Maggie,8,0
Mel,23,2
Emily,282,44
Anna,16,5
Amanda,30,0
Karine,27,4
Kristin,0,0
tIM,5,0
Caroline,8,2
Matthew,5,0
Rainy,0,0
Joyce,1,0
Heather,1,0
Adi,0,0
Tanner,7,3
Drew,7,1
Jane,2,1
